timestamp_s,id,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,xE_m,yE_m,zE_m,rollE_deg,pitchE_deg,yawE_deg
1761142418.555944,0,0.006835,-0.001651,1.152156,-2.611,1.735,-2.259,0.006835,-0.001651,1.152156,-2.611,1.735,-2.259
1761142418.632035,0,0.006863,-0.001664,1.152200,-2.670,1.568,-2.266,0.006863,-0.001664,1.152200,-2.670,1.568,-2.266
1761142418.708940,0,0.006852,-0.001667,1.152153,-2.672,1.593,-2.260,0.006852,-0.001667,1.152153,-2.672,1.593,-2.260
1761142418.775664,0,0.006825,-0.001651,1.152331,-2.573,1.718,-2.265,0.006825,-0.001651,1.152331,-2.573,1.718,-2.265
1761142418.854723,0,0.006843,-0.001660,1.152217,-2.672,1.612,-2.270,0.006843,-0.001660,1.152217,-2.672,1.612,-2.270
1761142418.929870,0,0.006843,-0.001663,1.152257,-2.608,1.654,-2.270,0.006843,-0.001663,1.152257,-2.608,1.654,-2.270
1761142419.005430,0,0.006859,-0.001663,1.152188,-2.671,1.609,-2.263,0.006859,-0.001663,1.152188,-2.671,1.609,-2.263
1761142419.090616,0,0.006863,-0.001655,1.152153,-2.683,1.595,-2.264,0.006863,-0.001655,1.152153,-2.683,1.595,-2.264
1761142419.169191,0,0.006834,-0.001627,1.152301,-2.483,1.737,-2.261,0.006834,-0.001627,1.152301,-2.483,1.737,-2.261
1761142419.244599,0,0.006849,-0.001648,1.152246,-2.620,1.607,-2.265,0.006849,-0.001648,1.152246,-2.620,1.607,-2.265
1761142419.326571,0,0.006861,-0.001665,1.152263,-2.716,1.573,-2.267,0.006861,-0.001665,1.152263,-2.716,1.573,-2.267
1761142419.407226,0,0.006866,-0.001620,1.152409,-2.369,1.621,-2.254,0.006866,-0.001620,1.152409,-2.369,1.621,-2.254
1761142419.480834,0,0.006851,-0.001646,1.152311,-2.567,1.714,-2.256,0.006851,-0.001646,1.152311,-2.567,1.714,-2.256
1761142419.549476,0,0.006858,-0.001644,1.152278,-2.565,1.600,-2.258,0.006858,-0.001644,1.152278,-2.565,1.600,-2.258
1761142419.621826,0,0.006847,-0.001634,1.152342,-2.546,1.601,-2.264,0.006847,-0.001634,1.152342,-2.546,1.601,-2.264
1761142419.695387,0,0.006862,-0.001651,1.152273,-2.554,1.555,-2.254,0.006862,-0.001651,1.152273,-2.554,1.555,-2.254
1761142419.764454,0,0.006863,-0.001635,1.152240,-2.433,1.682,-2.246,0.006863,-0.001635,1.152240,-2.433,1.682,-2.246
1761142419.842406,0,0.006856,-0.001619,1.152193,-2.440,1.651,-2.256,0.006856,-0.001619,1.152193,-2.440,1.651,-2.256
1761142419.923121,0,0.006860,-0.001660,1.152160,-2.698,1.621,-2.258,0.006860,-0.001660,1.152160,-2.698,1.621,-2.258
1761142420.001416,0,0.006859,-0.001678,1.152102,-2.783,1.588,-2.262,0.006859,-0.001678,1.152102,-2.783,1.588,-2.262
1761142420.074387,0,0.006861,-0.001638,1.152105,-2.516,1.666,-2.249,0.006861,-0.001638,1.152105,-2.516,1.666,-2.249
1761142420.155328,0,0.006845,-0.001654,1.152134,-2.588,1.689,-2.261,0.006845,-0.001654,1.152134,-2.588,1.689,-2.261
1761142420.232375,0,0.006852,-0.001653,1.152095,-2.609,1.688,-2.262,0.006852,-0.001653,1.152095,-2.609,1.688,-2.262
1761142420.313596,0,0.006857,-0.001664,1.152109,-2.693,1.645,-2.264,0.006857,-0.001664,1.152109,-2.693,1.645,-2.264
1761142420.388154,0,0.006847,-0.001652,1.152083,-2.609,1.701,-2.262,0.006847,-0.001652,1.152083,-2.609,1.701,-2.262
1761142420.465266,0,0.006840,-0.001644,1.152157,-2.500,1.668,-2.260,0.006840,-0.001644,1.152157,-2.500,1.668,-2.260
1761142420.538617,0,0.006846,-0.001649,1.152222,-2.584,1.631,-2.262,0.006846,-0.001649,1.152222,-2.584,1.631,-2.262
1761142420.610993,0,0.006873,-0.001637,1.152200,-2.497,1.594,-2.256,0.006873,-0.001637,1.152200,-2.497,1.594,-2.256
1761142420.678059,0,0.006857,-0.001626,1.152207,-2.479,1.659,-2.250,0.006857,-0.001626,1.152207,-2.479,1.659,-2.250
1761142420.750011,0,0.006855,-0.001657,1.152216,-2.618,1.625,-2.261,0.006855,-0.001657,1.152216,-2.618,1.625,-2.261
1761142420.830180,0,0.006856,-0.001680,1.152124,-2.763,1.633,-2.268,0.006856,-0.001680,1.152124,-2.763,1.633,-2.268
1761142420.906384,0,0.006864,-0.001640,1.152168,-2.508,1.671,-2.258,0.006864,-0.001640,1.152168,-2.508,1.671,-2.258
1761142420.986037,0,0.006841,-0.001668,1.152019,-2.776,1.630,-2.266,0.006841,-0.001668,1.152019,-2.776,1.630,-2.266
1761142421.065275,0,0.006851,-0.001652,1.152178,-2.619,1.618,-2.264,0.006851,-0.001652,1.152178,-2.619,1.618,-2.264
1761142421.146959,0,0.006848,-0.001665,1.152058,-2.677,1.696,-2.268,0.006848,-0.001665,1.152058,-2.677,1.696,-2.268
1761142421.216756,0,0.006852,-0.001656,1.152195,-2.560,1.643,-2.262,0.006852,-0.001656,1.152195,-2.560,1.643,-2.262
1761142421.291153,0,0.006841,-0.001633,1.152182,-2.501,1.751,-2.260,0.006841,-0.001633,1.152182,-2.501,1.751,-2.260
1761142421.364976,0,0.006854,-0.001671,1.152119,-2.764,1.555,-2.260,0.006854,-0.001671,1.152119,-2.764,1.555,-2.260
1761142421.437238,0,0.006838,-0.001674,1.152120,-2.741,1.593,-2.270,0.006838,-0.001674,1.152120,-2.741,1.593,-2.270
1761142421.512524,0,0.006841,-0.001671,1.152003,-2.732,1.629,-2.261,0.006841,-0.001671,1.152003,-2.732,1.629,-2.261
1761142421.590353,0,0.006851,-0.001668,1.152244,-2.620,1.598,-2.260,0.006851,-0.001668,1.152244,-2.620,1.598,-2.260
1761142421.672727,0,0.006853,-0.001646,1.152256,-2.503,1.621,-2.258,0.006853,-0.001646,1.152256,-2.503,1.621,-2.258
1761142421.753462,0,0.006842,-0.001645,1.152188,-2.489,1.707,-2.258,0.006842,-0.001645,1.152188,-2.489,1.707,-2.258
1761142421.842807,0,0.006870,-0.001645,1.152170,-2.530,1.555,-2.252,0.006870,-0.001645,1.152170,-2.530,1.555,-2.252
1761142421.928463,0,0.006867,-0.001652,1.152151,-2.593,1.592,-2.263,0.006867,-0.001652,1.152151,-2.593,1.592,-2.263
1761142422.007143,0,0.006826,-0.001646,1.152186,-2.594,1.731,-2.265,0.006826,-0.001646,1.152186,-2.594,1.731,-2.265
1761142422.087112,0,0.006853,-0.001648,1.152143,-2.641,1.615,-2.261,0.006853,-0.001648,1.152143,-2.641,1.615,-2.261
1761142422.160891,0,0.006821,-0.001647,1.152179,-2.620,1.716,-2.265,0.006821,-0.001647,1.152179,-2.620,1.716,-2.265
1761142422.223100,0,0.006863,-0.001613,1.152293,-2.379,1.591,-2.252,0.006863,-0.001613,1.152293,-2.379,1.591,-2.252
1761142422.285157,0,0.006857,-0.001667,1.152110,-2.674,1.597,-2.254,0.006857,-0.001667,1.152110,-2.674,1.597,-2.254
1761142422.352844,0,0.006867,-0.001650,1.152115,-2.616,1.587,-2.256,0.006867,-0.001650,1.152115,-2.616,1.587,-2.256
1761142422.422476,0,0.006837,-0.001638,1.152059,-2.576,1.713,-2.264,0.006837,-0.001638,1.152059,-2.576,1.713,-2.264
1761142422.489108,0,0.006878,-0.001652,1.152057,-2.598,1.558,-2.260,0.006878,-0.001652,1.152057,-2.598,1.558,-2.260
1761142422.567667,0,0.006850,-0.001635,1.152096,-2.479,1.718,-2.259,0.006850,-0.001635,1.152096,-2.479,1.718,-2.259
1761142422.646168,0,0.006849,-0.001621,1.152165,-2.418,1.679,-2.260,0.006849,-0.001621,1.152165,-2.418,1.679,-2.260
1761142422.719652,0,0.006860,-0.001653,1.152099,-2.637,1.612,-2.267,0.006860,-0.001653,1.152099,-2.637,1.612,-2.267
1761142422.801693,0,0.006856,-0.001690,1.152111,-2.864,1.550,-2.276,0.006856,-0.001690,1.152111,-2.864,1.550,-2.276
1761142422.886248,0,0.006839,-0.001660,1.152088,-2.661,1.672,-2.267,0.006839,-0.001660,1.152088,-2.661,1.672,-2.267
1761142422.955369,0,0.006848,-0.001657,1.152084,-2.678,1.651,-2.267,0.006848,-0.001657,1.152084,-2.678,1.651,-2.267
1761142423.033710,0,0.006849,-0.001626,1.152194,-2.440,1.658,-2.255,0.006849,-0.001626,1.152194,-2.440,1.658,-2.255
1761142423.112849,0,0.006847,-0.001647,1.152124,-2.599,1.588,-2.269,0.006847,-0.001647,1.152124,-2.599,1.588,-2.269
1761142423.188938,0,0.006835,-0.001654,1.152104,-2.660,1.691,-2.265,0.006835,-0.001654,1.152104,-2.660,1.691,-2.265
1761142423.266507,0,0.006856,-0.001642,1.152084,-2.574,1.673,-2.264,0.006856,-0.001642,1.152084,-2.574,1.673,-2.264
1761142423.347098,0,0.006851,-0.001685,1.152113,-2.876,1.560,-2.271,0.006851,-0.001685,1.152113,-2.876,1.560,-2.271
1761142423.430438,0,0.006850,-0.001621,1.152150,-2.482,1.614,-2.257,0.006850,-0.001621,1.152150,-2.482,1.614,-2.257
1761142423.510015,0,0.006854,-0.001622,1.152213,-2.426,1.647,-2.253,0.006854,-0.001622,1.152213,-2.426,1.647,-2.253
1761142423.580168,0,0.006846,-0.001654,1.152083,-2.647,1.613,-2.266,0.006846,-0.001654,1.152083,-2.647,1.613,-2.266
1761142423.648264,0,0.006864,-0.001646,1.152090,-2.543,1.642,-2.263,0.006864,-0.001646,1.152090,-2.543,1.642,-2.263
1761142423.719562,0,0.006838,-0.001626,1.152136,-2.486,1.680,-2.260,0.006838,-0.001626,1.152136,-2.486,1.680,-2.260
1761142423.788273,0,0.006836,-0.001663,1.152111,-2.746,1.678,-2.269,0.006836,-0.001663,1.152111,-2.746,1.678,-2.269
1761142423.857537,0,0.006847,-0.001629,1.152105,-2.490,1.684,-2.263,0.006847,-0.001629,1.152105,-2.490,1.684,-2.263
1761142423.928669,0,0.006839,-0.001672,1.152027,-2.771,1.671,-2.274,0.006839,-0.001672,1.152027,-2.771,1.671,-2.274
1761142424.007322,0,0.006847,-0.001639,1.152181,-2.532,1.639,-2.258,0.006847,-0.001639,1.152181,-2.532,1.639,-2.258
1761142424.080376,0,0.006851,-0.001647,1.152096,-2.633,1.641,-2.266,0.006851,-0.001647,1.152096,-2.633,1.641,-2.266
1761142424.159485,0,0.006839,-0.001644,1.152148,-2.557,1.702,-2.257,0.006839,-0.001644,1.152148,-2.557,1.702,-2.257
1761142424.235568,0,0.006846,-0.001639,1.152293,-2.530,1.676,-2.259,0.006846,-0.001639,1.152293,-2.530,1.676,-2.259
1761142424.307251,0,0.006835,-0.001635,1.152168,-2.541,1.679,-2.257,0.006835,-0.001635,1.152168,-2.541,1.679,-2.257
1761142424.375291,0,0.006852,-0.001642,1.152072,-2.602,1.629,-2.262,0.006852,-0.001642,1.152072,-2.602,1.629,-2.262
1761142424.446115,0,0.006844,-0.001639,1.152052,-2.527,1.655,-2.264,0.006844,-0.001639,1.152052,-2.527,1.655,-2.264
1761142424.550220,0,0.006845,-0.001640,1.152233,-2.538,1.593,-2.258,0.006845,-0.001640,1.152233,-2.538,1.593,-2.258
1761142424.622865,0,0.006857,-0.001623,1.152095,-2.426,1.656,-2.253,0.006857,-0.001623,1.152095,-2.426,1.656,-2.253
1761142424.694982,0,0.006856,-0.001663,1.152142,-2.669,1.579,-2.264,0.006856,-0.001663,1.152142,-2.669,1.579,-2.264
1761142424.758580,0,0.006848,-0.001642,1.152166,-2.477,1.627,-2.257,0.006848,-0.001642,1.152166,-2.477,1.627,-2.257
1761142424.836644,0,0.006863,-0.001651,1.152051,-2.607,1.571,-2.261,0.006863,-0.001651,1.152051,-2.607,1.571,-2.261
1761142424.914761,0,0.006844,-0.001636,1.152082,-2.569,1.708,-2.264,0.006844,-0.001636,1.152082,-2.569,1.708,-2.264
1761142424.989522,0,0.006845,-0.001640,1.152056,-2.562,1.706,-2.256,0.006845,-0.001640,1.152056,-2.562,1.706,-2.256
1761142425.067588,0,0.006840,-0.001643,1.151995,-2.603,1.637,-2.253,0.006840,-0.001643,1.151995,-2.603,1.637,-2.253
1761142425.143200,0,0.006838,-0.001644,1.151971,-2.593,1.698,-2.264,0.006838,-0.001644,1.151971,-2.593,1.698,-2.264
1761142425.214757,0,0.006852,-0.001638,1.151975,-2.533,1.653,-2.255,0.006852,-0.001638,1.151975,-2.533,1.653,-2.255
1761142425.287335,0,0.006848,-0.001641,1.152007,-2.576,1.664,-2.263,0.006848,-0.001641,1.152007,-2.576,1.664,-2.263
1761142425.359581,0,0.006839,-0.001659,1.152004,-2.621,1.609,-2.265,0.006839,-0.001659,1.152004,-2.621,1.609,-2.265
1761142425.432509,0,0.006842,-0.001646,1.152011,-2.547,1.630,-2.262,0.006842,-0.001646,1.152011,-2.547,1.630,-2.262
1761142425.502225,0,0.006824,-0.001645,1.152056,-2.575,1.640,-2.252,0.006824,-0.001645,1.152056,-2.575,1.640,-2.252
1761142425.572875,0,0.006826,-0.001676,1.151945,-2.797,1.663,-2.269,0.006826,-0.001676,1.151945,-2.797,1.663,-2.269
1761142425.645988,0,0.006820,-0.001655,1.151890,-2.696,1.700,-2.264,0.006820,-0.001655,1.151890,-2.696,1.700,-2.264
1761142425.715203,0,0.006804,-0.001652,1.151945,-2.672,1.735,-2.263,0.006804,-0.001652,1.151945,-2.672,1.735,-2.263
1761142425.792371,0,0.006814,-0.001662,1.152063,-2.656,1.720,-2.264,0.006814,-0.001662,1.152063,-2.656,1.720,-2.264
1761142425.865164,0,0.006757,-0.001642,1.156912,-1.703,1.689,-2.257,0.006757,-0.001642,1.156912,-1.703,1.689,-2.257
1761142425.948946,0,0.006838,-0.001625,1.153801,-2.531,1.538,-2.252,0.006838,-0.001625,1.153801,-2.531,1.538,-2.252
1761142426.028119,0,0.006838,-0.001615,1.149961,-2.785,1.777,-2.283,0.006838,-0.001615,1.149961,-2.785,1.777,-2.283
1761142426.097574,0,0.006801,-0.001635,1.152085,-2.537,1.698,-2.255,0.006801,-0.001635,1.152085,-2.537,1.698,-2.255
1761142426.186527,0,0.006845,-0.001640,1.152108,-2.582,1.648,-2.261,0.006845,-0.001640,1.152108,-2.582,1.648,-2.261
1761142426.262260,0,0.006832,-0.001642,1.152141,-2.487,1.657,-2.266,0.006832,-0.001642,1.152141,-2.487,1.657,-2.266
1761142426.340512,0,0.006820,-0.001651,1.152172,-2.649,1.637,-2.260,0.006820,-0.001651,1.152172,-2.649,1.637,-2.260
1761142426.414175,0,0.006843,-0.001654,1.152063,-2.638,1.617,-2.264,0.006843,-0.001654,1.152063,-2.638,1.617,-2.264
1761142426.490213,0,0.006857,-0.001669,1.152054,-2.783,1.597,-2.267,0.006857,-0.001669,1.152054,-2.783,1.597,-2.267
1761142426.558113,0,0.006861,-0.001626,1.152210,-2.464,1.585,-2.253,0.006861,-0.001626,1.152210,-2.464,1.585,-2.253
1761142426.631423,0,0.006847,-0.001622,1.152162,-2.472,1.642,-2.252,0.006847,-0.001622,1.152162,-2.472,1.642,-2.252
1761142426.704411,0,0.006850,-0.001647,1.152049,-2.610,1.692,-2.268,0.006850,-0.001647,1.152049,-2.610,1.692,-2.268
1761142426.770472,0,0.006827,-0.001661,1.152044,-2.676,1.644,-2.264,0.006827,-0.001661,1.152044,-2.676,1.644,-2.264
1761142426.835600,0,0.006840,-0.001627,1.152133,-2.482,1.658,-2.258,0.006840,-0.001627,1.152133,-2.482,1.658,-2.258
1761142426.903691,0,0.006849,-0.001650,1.152026,-2.582,1.702,-2.258,0.006849,-0.001650,1.152026,-2.582,1.702,-2.258
1761142426.972661,0,0.006853,-0.001633,1.152157,-2.544,1.571,-2.262,0.006853,-0.001633,1.152157,-2.544,1.571,-2.262
1761142427.048851,0,0.006847,-0.001658,1.152113,-2.607,1.638,-2.261,0.006847,-0.001658,1.152113,-2.607,1.638,-2.261
1761142427.118051,0,0.006864,-0.001619,1.152152,-2.387,1.666,-2.255,0.006864,-0.001619,1.152152,-2.387,1.666,-2.255
1761142427.191672,0,0.006849,-0.001672,1.152005,-2.740,1.606,-2.264,0.006849,-0.001672,1.152005,-2.740,1.606,-2.264
1761142427.266357,0,0.006830,-0.001635,1.152159,-2.518,1.655,-2.260,0.006830,-0.001635,1.152159,-2.518,1.655,-2.260
1761142427.330683,0,0.006825,-0.001670,1.152147,-2.742,1.593,-2.267,0.006825,-0.001670,1.152147,-2.742,1.593,-2.267
1761142427.397532,0,0.006849,-0.001658,1.152095,-2.636,1.583,-2.264,0.006849,-0.001658,1.152095,-2.636,1.583,-2.264
1761142427.486616,0,0.006851,-0.001651,1.152057,-2.613,1.574,-2.260,0.006851,-0.001651,1.152057,-2.613,1.574,-2.260
1761142427.566605,0,0.006850,-0.001628,1.152123,-2.531,1.651,-2.261,0.006850,-0.001628,1.152123,-2.531,1.651,-2.261
1761142427.640028,0,0.006825,-0.001629,1.152154,-2.581,1.696,-2.260,0.006825,-0.001629,1.152154,-2.581,1.696,-2.260
1761142427.711223,0,0.006839,-0.001641,1.152188,-2.566,1.626,-2.261,0.006839,-0.001641,1.152188,-2.566,1.626,-2.261
1761142427.785208,0,0.006842,-0.001617,1.152138,-2.407,1.647,-2.252,0.006842,-0.001617,1.152138,-2.407,1.647,-2.252
1761142427.868901,0,0.006850,-0.001637,1.152261,-2.563,1.626,-2.256,0.006850,-0.001637,1.152261,-2.563,1.626,-2.256
1761142427.937997,0,0.006851,-0.001625,1.152210,-2.474,1.639,-2.259,0.006851,-0.001625,1.152210,-2.474,1.639,-2.259
1761142428.011633,0,0.006836,-0.001656,1.152003,-2.663,1.708,-2.261,0.006836,-0.001656,1.152003,-2.663,1.708,-2.261
1761142428.098373,0,0.006844,-0.001637,1.152119,-2.500,1.661,-2.260,0.006844,-0.001637,1.152119,-2.500,1.661,-2.260
1761142428.182917,0,0.006853,-0.001651,1.152148,-2.599,1.610,-2.257,0.006853,-0.001651,1.152148,-2.599,1.610,-2.257
1761142428.259423,0,0.006854,-0.001616,1.152202,-2.389,1.662,-2.245,0.006854,-0.001616,1.152202,-2.389,1.662,-2.245
1761142428.328704,0,0.006832,-0.001663,1.152186,-2.655,1.648,-2.269,0.006832,-0.001663,1.152186,-2.655,1.648,-2.269
1761142428.401858,0,0.006849,-0.001652,1.152141,-2.640,1.614,-2.265,0.006849,-0.001652,1.152141,-2.640,1.614,-2.265
1761142428.469693,0,0.006839,-0.001676,1.151988,-2.847,1.664,-2.264,0.006839,-0.001676,1.151988,-2.847,1.664,-2.264
1761142428.535121,0,0.006852,-0.001651,1.152140,-2.667,1.594,-2.264,0.006852,-0.001651,1.152140,-2.667,1.594,-2.264
1761142428.605806,0,0.006836,-0.001668,1.151998,-2.689,1.723,-2.259,0.006836,-0.001668,1.151998,-2.689,1.723,-2.259
1761142428.676674,0,0.006845,-0.001658,1.151954,-2.665,1.696,-2.260,0.006845,-0.001658,1.151954,-2.665,1.696,-2.260
1761142428.748360,0,0.006861,-0.001658,1.152048,-2.677,1.600,-2.262,0.006861,-0.001658,1.152048,-2.677,1.600,-2.262
1761142428.820074,0,0.006858,-0.001626,1.152170,-2.423,1.677,-2.245,0.006858,-0.001626,1.152170,-2.423,1.677,-2.245
1761142428.898391,0,0.006848,-0.001654,1.152089,-2.591,1.643,-2.263,0.006848,-0.001654,1.152089,-2.591,1.643,-2.263
1761142428.971272,0,0.006835,-0.001641,1.152120,-2.525,1.697,-2.256,0.006835,-0.001641,1.152120,-2.525,1.697,-2.256
1761142429.047161,0,0.006836,-0.001653,1.152121,-2.554,1.668,-2.262,0.006836,-0.001653,1.152121,-2.554,1.668,-2.262
1761142429.119305,0,0.006831,-0.001666,1.152008,-2.688,1.681,-2.264,0.006831,-0.001666,1.152008,-2.688,1.681,-2.264
1761142429.184978,0,0.006839,-0.001666,1.152085,-2.711,1.660,-2.266,0.006839,-0.001666,1.152085,-2.711,1.660,-2.266
1761142429.254220,0,0.006851,-0.001638,1.152102,-2.506,1.638,-2.255,0.006851,-0.001638,1.152102,-2.506,1.638,-2.255
1761142429.324054,0,0.006833,-0.001680,1.151961,-2.824,1.669,-2.257,0.006833,-0.001680,1.151961,-2.824,1.669,-2.257
1761142429.394323,0,0.006848,-0.001630,1.152108,-2.520,1.615,-2.256,0.006848,-0.001630,1.152108,-2.520,1.615,-2.256
1761142429.463172,0,0.006831,-0.001660,1.152070,-2.697,1.632,-2.261,0.006831,-0.001660,1.152070,-2.697,1.632,-2.261
1761142429.535399,0,0.006851,-0.001645,1.152158,-2.581,1.575,-2.259,0.006851,-0.001645,1.152158,-2.581,1.575,-2.259
1761142429.610469,0,0.006835,-0.001642,1.152126,-2.523,1.669,-2.259,0.006835,-0.001642,1.152126,-2.523,1.669,-2.259
1761142429.680820,0,0.006857,-0.001650,1.152118,-2.587,1.651,-2.260,0.006857,-0.001650,1.152118,-2.587,1.651,-2.260
1761142429.751284,0,0.006848,-0.001654,1.152127,-2.609,1.640,-2.259,0.006848,-0.001654,1.152127,-2.609,1.640,-2.259
1761142429.820616,0,0.006833,-0.001654,1.152089,-2.650,1.670,-2.266,0.006833,-0.001654,1.152089,-2.650,1.670,-2.266
1761142429.889584,0,0.006824,-0.001660,1.152076,-2.691,1.699,-2.264,0.006824,-0.001660,1.152076,-2.691,1.699,-2.264
1761142429.960127,0,0.006838,-0.001652,1.152191,-2.651,1.648,-2.266,0.006838,-0.001652,1.152191,-2.651,1.648,-2.266
1761142430.026152,0,0.006848,-0.001630,1.152109,-2.505,1.630,-2.255,0.006848,-0.001630,1.152109,-2.505,1.630,-2.255
1761142430.097241,0,0.006837,-0.001663,1.152054,-2.689,1.624,-2.266,0.006837,-0.001663,1.152054,-2.689,1.624,-2.266
1761142430.173991,0,0.006836,-0.001633,1.152092,-2.579,1.710,-2.261,0.006836,-0.001633,1.152092,-2.579,1.710,-2.261
1761142430.256407,0,0.006841,-0.001652,1.152065,-2.638,1.611,-2.256,0.006841,-0.001652,1.152065,-2.638,1.611,-2.256
1761142430.342072,0,0.006836,-0.001656,1.152069,-2.665,1.639,-2.269,0.006836,-0.001656,1.152069,-2.665,1.639,-2.269
1761142430.417002,0,0.006853,-0.001656,1.151989,-2.623,1.596,-2.261,0.006853,-0.001656,1.151989,-2.623,1.596,-2.261
1761142430.492765,0,0.006849,-0.001646,1.152198,-2.578,1.622,-2.260,0.006849,-0.001646,1.152198,-2.578,1.622,-2.260
1761142430.576781,0,0.006832,-0.001664,1.152146,-2.693,1.597,-2.260,0.006832,-0.001664,1.152146,-2.693,1.597,-2.260
1761142430.656224,0,0.006838,-0.001665,1.152017,-2.742,1.609,-2.268,0.006838,-0.001665,1.152017,-2.742,1.609,-2.268
1761142430.729336,0,0.006851,-0.001642,1.152094,-2.576,1.567,-2.261,0.006851,-0.001642,1.152094,-2.576,1.567,-2.261
1761142430.814068,0,0.006845,-0.001655,1.152062,-2.569,1.649,-2.260,0.006845,-0.001655,1.152062,-2.569,1.649,-2.260
1761142430.890350,0,0.006843,-0.001656,1.152113,-2.664,1.618,-2.265,0.006843,-0.001656,1.152113,-2.664,1.618,-2.265
1761142430.965593,0,0.006829,-0.001645,1.152103,-2.546,1.706,-2.265,0.006829,-0.001645,1.152103,-2.546,1.706,-2.265
1761142431.027172,0,0.006841,-0.001616,1.152124,-2.400,1.657,-2.250,0.006841,-0.001616,1.152124,-2.400,1.657,-2.250
1761142431.099193,0,0.006830,-0.001655,1.152033,-2.686,1.654,-2.267,0.006830,-0.001655,1.152033,-2.686,1.654,-2.267
1761142431.176386,0,0.006850,-0.001662,1.152063,-2.664,1.589,-2.260,0.006850,-0.001662,1.152063,-2.664,1.589,-2.260
1761142431.251074,0,0.006844,-0.001666,1.152112,-2.704,1.604,-2.266,0.006844,-0.001666,1.152112,-2.704,1.604,-2.266
1761142431.329726,0,0.006834,-0.001657,1.152087,-2.664,1.678,-2.264,0.006834,-0.001657,1.152087,-2.664,1.678,-2.264
1761142431.404116,0,0.006872,-0.001652,1.152054,-2.635,1.488,-2.257,0.006872,-0.001652,1.152054,-2.635,1.488,-2.257
1761142431.479916,0,0.006827,-0.001653,1.152051,-2.626,1.660,-2.269,0.006827,-0.001653,1.152051,-2.626,1.660,-2.269
1761142431.548721,0,0.006838,-0.001641,1.152091,-2.560,1.647,-2.256,0.006838,-0.001641,1.152091,-2.560,1.647,-2.256
1761142431.622130,0,0.006851,-0.001656,1.152019,-2.641,1.629,-2.254,0.006851,-0.001656,1.152019,-2.641,1.629,-2.254
1761142431.694027,0,0.006860,-0.001671,1.152079,-2.726,1.542,-2.257,0.006860,-0.001671,1.152079,-2.726,1.542,-2.257
1761142431.761066,0,0.006842,-0.001665,1.151986,-2.688,1.666,-2.261,0.006842,-0.001665,1.151986,-2.688,1.666,-2.261
1761142431.833776,0,0.006844,-0.001643,1.152014,-2.590,1.678,-2.260,0.006844,-0.001643,1.152014,-2.590,1.678,-2.260
1761142431.899654,0,0.006854,-0.001654,1.151961,-2.662,1.617,-2.253,0.006854,-0.001654,1.151961,-2.662,1.617,-2.253
1761142431.964571,0,0.006835,-0.001637,1.152166,-2.531,1.684,-2.254,0.006835,-0.001637,1.152166,-2.531,1.684,-2.254
1761142432.035957,0,0.006831,-0.001677,1.151990,-2.806,1.679,-2.270,0.006831,-0.001677,1.151990,-2.806,1.679,-2.270
1761142432.107328,0,0.006845,-0.001651,1.152105,-2.659,1.640,-2.256,0.006845,-0.001651,1.152105,-2.659,1.640,-2.256
1761142432.166664,0,0.006855,-0.001639,1.152229,-2.558,1.506,-2.260,0.006855,-0.001639,1.152229,-2.558,1.506,-2.260
1761142432.242895,0,0.006834,-0.001653,1.152049,-2.676,1.659,-2.272,0.006834,-0.001653,1.152049,-2.676,1.659,-2.272
1761142432.318277,0,0.006848,-0.001625,1.152222,-2.475,1.559,-2.250,0.006848,-0.001625,1.152222,-2.475,1.559,-2.250
1761142432.385895,0,0.006842,-0.001631,1.152131,-2.519,1.668,-2.263,0.006842,-0.001631,1.152131,-2.519,1.668,-2.263
1761142432.462921,0,0.006855,-0.001650,1.152190,-2.583,1.664,-2.262,0.006855,-0.001650,1.152190,-2.583,1.664,-2.262
1761142432.537799,0,0.006876,-0.001639,1.152113,-2.554,1.605,-2.253,0.006876,-0.001639,1.152113,-2.554,1.605,-2.253
1761142432.613539,0,0.006847,-0.001676,1.152079,-2.767,1.661,-2.268,0.006847,-0.001676,1.152079,-2.767,1.661,-2.268
1761142432.689994,0,0.006872,-0.001637,1.152093,-2.544,1.590,-2.258,0.006872,-0.001637,1.152093,-2.544,1.590,-2.258
1761142432.759981,0,0.006849,-0.001662,1.152020,-2.688,1.739,-2.267,0.006849,-0.001662,1.152020,-2.688,1.739,-2.267
1761142432.827305,0,0.006850,-0.001657,1.151969,-2.677,1.679,-2.265,0.006850,-0.001657,1.151969,-2.677,1.679,-2.265
1761142432.909108,0,0.006838,-0.001677,1.151977,-2.795,1.673,-2.272,0.006838,-0.001677,1.151977,-2.795,1.673,-2.272
1761142432.994756,0,0.006847,-0.001646,1.151988,-2.616,1.664,-2.268,0.006847,-0.001646,1.151988,-2.616,1.664,-2.268
1761142433.070306,0,0.006856,-0.001621,1.152121,-2.454,1.645,-2.254,0.006856,-0.001621,1.152121,-2.454,1.645,-2.254
1761142433.139437,0,0.006838,-0.001654,1.151971,-2.662,1.726,-2.256,0.006838,-0.001654,1.151971,-2.662,1.726,-2.256
1761142433.215991,0,0.006857,-0.001622,1.152122,-2.475,1.666,-2.259,0.006857,-0.001622,1.152122,-2.475,1.666,-2.259
