9686.77, 255
9704.49, 255
9721.48, 255
9739.20, 255
9755.82, 255
9773.54, 255
9790.52, 255
9808.25, 255
9824.86, 255
9842.58, 255
9859.57, 255
9877.29, 255
9895.02, 255
9911.63, 255
9929.35, 255
9946.34, 255
9964.06, 255
9980.68, 255
9998.40, 255
10015.38, 255
10033.11, 255
10049.72, 255
10067.45, 255
10084.43, 255
10102.15, 255
10118.77, 255
10136.86, 255
10153.48, 255
10171.20, 255
10188.92, 255
10205.91, 255
10223.63, 255
10240.25, 255
10257.97, 255
10274.95, 255
10292.68, 255
10309.29, 255
10327.38, 255
10344.00, 255
10361.72, 255
